row_number,tribology_data_id,old_literature_id,new_literature_id,assigned_pdf,assigned_title,confidence,rationale
214,263,8,23,2016-rutland-Addition of low concentrations of an ionic liquid to a base oil reduces friction over multiple length scales  a combined nano- and macrotribology investigation.pdf,Addition of low concentrations of an ionic liquid to a base oil reduces friction over multiple length scales: a combined nano- and macrotribology investigation,high,"Silica + [P6,6,6,14][(iC8)2PO2]/hexadecane matches the combined nano/macro silica study."
215,264,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Titania + DEGDBE phosphonium mixtures are explicitly summarized in the export review PDF.
216,265,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Titania + DEGDBE phosphonium mixtures are explicitly summarized in the export review PDF.
217,266,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Titania + DEGDBE phosphonium mixtures are explicitly summarized in the export review PDF.
218,267,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Titania + DEGDBE phosphonium mixtures are explicitly summarized in the export review PDF.
219,268,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Titania + DEGDBE phosphonium mixtures are explicitly summarized in the export review PDF.
220,269,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Titania + DEGDBE phosphonium mixtures are explicitly summarized in the export review PDF.
221,270,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Titania + DEGDBE phosphonium mixtures are explicitly summarized in the export review PDF.
222,271,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Titania + DEGDBE phosphonium mixtures are explicitly summarized in the export review PDF.
223,272,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Titania + DEGDBE phosphonium mixtures are explicitly summarized in the export review PDF.
224,273,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Titania + DEGDBE phosphonium mixtures are explicitly summarized in the export review PDF.
225,274,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Titania + DEGDBE phosphonium mixtures are explicitly summarized in the export review PDF.
226,275,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Titania + DEGDBE phosphonium mixtures are explicitly summarized in the export review PDF.
227,276,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Solvate ionic-liquid Au/HOPG systems are recoverable from the export review PDF in the current local corpus.
228,277,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Solvate ionic-liquid Au/HOPG systems are recoverable from the export review PDF in the current local corpus.
229,278,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Solvate ionic-liquid Au/HOPG systems are recoverable from the export review PDF in the current local corpus.
230,279,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Solvate ionic-liquid Au/HOPG systems are recoverable from the export review PDF in the current local corpus.
231,280,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Solvate ionic-liquid Au/HOPG systems are recoverable from the export review PDF in the current local corpus.
232,281,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Solvate ionic-liquid Au/HOPG systems are recoverable from the export review PDF in the current local corpus.
233,282,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Solvate ionic-liquid Au/HOPG systems are recoverable from the export review PDF in the current local corpus.
234,283,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Solvate ionic-liquid Au/HOPG systems are recoverable from the export review PDF in the current local corpus.
235,284,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Solvate ionic-liquid Au/HOPG systems are recoverable from the export review PDF in the current local corpus.
236,285,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Solvate ionic-liquid Au/HOPG systems are recoverable from the export review PDF in the current local corpus.
237,286,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Solvate ionic-liquid Au/HOPG systems are recoverable from the export review PDF in the current local corpus.
238,287,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Solvate ionic-liquid Au/HOPG systems are recoverable from the export review PDF in the current local corpus.
239,288,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Solvate ionic-liquid Au/HOPG systems are recoverable from the export review PDF in the current local corpus.
240,289,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Solvate ionic-liquid Au/HOPG systems are recoverable from the export review PDF in the current local corpus.
241,290,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,medium,Solvate ionic-liquid Au/HOPG systems are recoverable from the export review PDF in the current local corpus.
242,291,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
243,292,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
244,293,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
245,294,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
246,295,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
247,296,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
248,297,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
249,298,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
250,299,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
251,300,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
252,301,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
253,302,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
254,303,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
255,304,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
256,305,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
257,306,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
258,307,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
259,308,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
260,309,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
261,310,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
262,311,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
263,312,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
264,313,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
265,314,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
266,315,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
267,316,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
268,317,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
269,318,8,29,2022-an-Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces.pdf,Atomic force microscopy probing interactions and microstructures of ionic liquids at solid surfaces,high,Silica/mica protic IL and BMIM-BF4 rows are explicitly summarized in the export review PDF.
