source_literature_key,source_literature_title,source_literature_path,source_literature_abs_path,source_literature_doi,source_match_confidence,source_match_status,source_match_rule,source_match_basis,source_match_notes,wff_dataset,wff_source_file,wff_row_number,source_path_exists,Cation,anion,compound,surface,h,r_cat,logP_cat,MW_cat,N_rot_cat,velocity,I_ss,Potential,MW_an,Bertz_cat,r_an,N_qN_cat,σ_s,γ_s,TPSA_an,Rq,TPSA_cat,BalJ_cat,logP_an,θ_s,I_H2O,T,x_IL,N_HA_cat,Bertz_an,BalJ_an,μ,friction_bin,cation_bin,stratify_label,original_index,friction_pred,friction_diff,error_flag,N_HD_cat
bmim_aot_water_2025,Potential-dependent superlubricity of stainless steel and Au(111) using a water-in-surface-active ionic liquid mixture,reference/Lubrication/Extracted/2025-Potential-dependent superlubricity of stainless steel and Au(111) using a.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2025-Potential-dependent superlubricity of stainless steel and Au(111) using a.pdf,,high,matched_local_reference,bmim_aot_h2o_au_stainless,[BMIm]+ [AOT]- / compound=H2O / surface=stainless steel / potential=1.0 / velocity=6.0,1.6 M [BMIm][AOT] water-in-surface-active ionic liquid mixture on Au(111)/stainless steel.,film,film+dataset0312.csv,206,True,[BMIm]+,[AOT]-,H2O,stainless steel,6.2,3.310978931,1.1127,139.222,3,6.0,1,1.0,421.576,190.8925906,4.637037402,0,0.07,0.01,109.8,0.8,8.81,2.422977778,3.8095,72.0,1,298,16.5,1,544.7574562,4.726289834,0.003,0.0,139.222,0_139.222,39.0,0.0505762642836571,0.0475762642836571,,
hydrogen_bond_2020,Effect of Hydrogen Bonding between Ions of Like Charge on the Boundary Layer Friction of Hydroxy-Functionalized Ionic Liquids,reference/Lubrication/Extracted/2020-atkin-Effect of Hydrogen Bonding between Ions of Like Charge on the.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2020-atkin-Effect of Hydrogen Bonding between Ions of Like Charge on the.pdf,,high,matched_local_reference,hydroxy_functionalized_mica,[HOC3MPip]+ [TFSI]- / compound=zero / surface=mica / potential=0.0 / velocity=6.0,Hydroxy-functionalized ionic liquids on mica; same-charge hydrogen-bonding boundary-layer friction paper.,film,film+dataset0312.csv,207,True,[HOC3MPip]+,[TFSI]-,zero,mica,0.763,3.47886167,0.9993,158.265,3,6.0,0,0.0,280.147,108.1303606,3.359227186,1,1.77,-0.16,82.38,0.0569,20.23,2.25045382,1.0593,0.0,0,293,100.0,1,384.7328028,5.284512596,0.21,,,,,,,,
hydrogen_bond_2020,Effect of Hydrogen Bonding between Ions of Like Charge on the Boundary Layer Friction of Hydroxy-Functionalized Ionic Liquids,reference/Lubrication/Extracted/2020-atkin-Effect of Hydrogen Bonding between Ions of Like Charge on the.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2020-atkin-Effect of Hydrogen Bonding between Ions of Like Charge on the.pdf,,high,matched_local_reference,hydroxy_functionalized_mica,[HOC4Py] + [OMs]- / compound=zero / surface=mica / potential=0.0 / velocity=6.0,Hydroxy-functionalized ionic liquids on mica; same-charge hydrogen-bonding boundary-layer friction paper.,film,film+dataset0312.csv,208,True,[HOC4Py] +,[OMs]-,zero,mica,0.687,3.360073211,0.7466,152.217,4,6.0,0,0.0,95.099,186.0140383,2.563925277,0,1.77,-0.16,57.2,0.0569,24.11,2.275801287,-0.8386,0.0,0,293,100.0,1,90.06147084,4.062942299,0.24,,,,,,,,
hydrogen_bond_2020,Effect of Hydrogen Bonding between Ions of Like Charge on the Boundary Layer Friction of Hydroxy-Functionalized Ionic Liquids,reference/Lubrication/Extracted/2020-atkin-Effect of Hydrogen Bonding between Ions of Like Charge on the.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2020-atkin-Effect of Hydrogen Bonding between Ions of Like Charge on the.pdf,,high,matched_local_reference,hydroxy_functionalized_mica,[HOC3Py] + [OMs]- / compound=zero / surface=mica / potential=0.0 / velocity=6.0,Hydroxy-functionalized ionic liquids on mica; same-charge hydrogen-bonding boundary-layer friction paper.,film,film+dataset0312.csv,209,True,[HOC3Py] +,[OMs]-,zero,mica,0.564,3.236493461,0.3565,138.19,3,6.0,0,0.0,95.099,173.8722824,2.563925277,0,1.77,-0.16,57.2,0.0569,24.11,2.426522347,-0.8386,0.0,0,293,100.0,1,90.06147084,4.062942299,0.26,,,,,,,,
stainless_2017,Ionic Liquid Lubrication of Stainless Steel: Friction is Inversely Correlated with Interfacial Liquid Nanostructure,reference/Lubrication/2017-atkin-Ionic Liquid Lubrication of Stainless Steel  Friction is Inversely Correlated with Interfacial Liquid Nanostructure.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/2017-atkin-Ionic Liquid Lubrication of Stainless Steel  Friction is Inversely Correlated with Interfacial Liquid Nanostructure.pdf,10.1021/acsnano.7b01839,high,matched_local_reference,stainless_2017_table_series,[HMIM]+ [FAP]- / compound=zero / surface=stainless steel / potential=0.0 / velocity=6.0,"Stainless steel Table/Figure series covering HMIM FAP, HMIM I, P4,4,4,1 TFSI, P6,6,6,14 i(C8)2PO2, and P6,6,6,14 TFSI.",film,film+dataset0312.csv,210,True,[HMIM]+,[FAP]-,zero,stainless steel,4.093645485,3.540263249,1.8929,167.276,5,6.0,1,0.0,445.004,215.3680851,3.775688868,0,0.07,0.01,0.0,0.89,8.81,2.153242802,7.1942,72.0,0,298,100.0,1,468.4882895,7.871070033,1.16,,,,,,,,
stainless_2017,Ionic Liquid Lubrication of Stainless Steel: Friction is Inversely Correlated with Interfacial Liquid Nanostructure,reference/Lubrication/2017-atkin-Ionic Liquid Lubrication of Stainless Steel  Friction is Inversely Correlated with Interfacial Liquid Nanostructure.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/2017-atkin-Ionic Liquid Lubrication of Stainless Steel  Friction is Inversely Correlated with Interfacial Liquid Nanostructure.pdf,10.1021/acsnano.7b01839,high,matched_local_reference,stainless_2017_table_series,"[P4,4,4,1 ]+ [TFSI]- / compound=zero / surface=stainless steel / potential=0.0 / velocity=6.0","Stainless steel Table/Figure series covering HMIM FAP, HMIM I, P4,4,4,1 TFSI, P6,6,6,14 i(C8)2PO2, and P6,6,6,14 TFSI.",film,film+dataset0312.csv,211,True,"[P4,4,4,1 ]+",[TFSI]-,zero,stainless steel,3.431438127,3.951373459,5.0341,217.357,9,6.0,1,0.0,280.147,98.62953293,3.359227186,0,0.07,0.01,82.38,0.89,0.0,3.889782595,1.0593,72.0,0,298,100.0,0,384.7328028,5.284512596,0.93,,,,,,,,
control_gold_2012,Control of Nanoscale Friction on Gold in an Ionic Liquid by a Potential-Dependent Ionic Lubricant Layer,reference/Lubrication/3.10/2012-Rutland-Control of Nanoscale Friction on Gold in an Ionic Liquid by a Potential-Dependent Ionic Lubricant Layer.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2012-Rutland-Control of Nanoscale Friction on Gold in an Ionic Liquid by a Potential-Dependent Ionic Lubricant Layer.pdf,,high,matched_local_reference,py14_fap_au,"[Py1,4]+ [FAP]- / compound=zero / surface=Au(111) / potential=-0.16 / velocity=6.0","Exact [Py1,4][FAP] on Au(111) potential-dependent lubricant layer system.",film,film+dataset0312.csv,212,True,"[Py1,4]+",[FAP]-,zero,Au(111),4.014337,3.423597497,2.0269,142.266,3,6.0,0,-0.16,445.004,92.90138861,3.775688868,1,0.7,-0.02,0.0,1.0,0.0,2.21874475,7.1942,60.0,0,298,100.0,0,468.4882895,7.871070033,0.28,,,,,,,,
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[EtA]+ [N]- / compound=zero / surface=mica / potential=0.0 / velocity=20.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",no_film,no+film+dataset+0312.csv,1,True,[EtA]+,[N]-,zero,mica,,2.543129445,-1.7794,62.092,1,20.0,0,0.0,62.004,8.0,2.192174955,1,1.77,-0.16,66.2,0.0569,47.87,1.974744871,-0.2391,0.0,0,298,100.0,1,26.26466251,2.803039488,0.670886076,6.0,62.092,6_62.092,0.0,0.670886099729592,2.3729591958066013e-08,,2.0
surface_active_2024,Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate,reference/Lubrication/Extracted/Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate.pdf,,high,matched_local_reference,p66614_aot_ds_stainless_additives,"[P6,6,6,14]+ [AOT]- / compound=zero / surface=stainless steel / potential=0.24 / velocity=6.0",Surface-active phosphonium AOT/DS additives in hexadecane or diethyl succinate on stainless steel.,no_film,no+film+dataset+0312.csv,2,True,"[P6,6,6,14]+",[AOT]-,zero,stainless steel,,5.174799948,12.446,483.87,28,6.0,1,0.24,421.576,319.1282666,4.637037402,0,0.07,0.01,109.8,0.9,0.0,4.337445108,3.8095,72.0,0,298,100.0,0,544.7574562,4.726289834,0.23,4.0,483.87,4_483.87,1.0,0.2300000038947693,3.894769340373472e-09,,0.0
titanium_2022,Probing the nanofriction of non-halogenated phosphonium-based ionic liquid additives in glycol ether oil on titanium surface,reference/Lubrication/2022-an-Probing the nanofriction of non-halogenated phosphonium-based ionic liquid additives in glycol ether oil on titanium surface.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/2022-an-Probing the nanofriction of non-halogenated phosphonium-based ionic liquid additives in glycol ether oil on titanium surface.pdf,10.1007/s40544-021-0486-4,high,matched_local_reference,titanium_degdbe_phosphonium,"[P6,6,6,14]+ [BScB]- / compound=DEGDBE / surface=titanium / potential=0.0 / velocity=20.0","Titanium/DEGDBE phosphonium ionic-liquid additive table including BScB, DCA, BOB, and BMB; includes bare/neat controls in the same source.",no_film,no+film+dataset+0312.csv,3,True,"[P6,6,6,14]+",[BScB]-,DEGDBE,titanium,,5.174799948,12.446,483.87,28,20.0,0,0.0,283.024,319.1282666,3.79978343,0,0.5,0.005,71.06,61.15,0.0,4.337445108,1.9208,60.0,0,298,0.0143,0,706.0644789,1.781315888,0.1,2.0,483.87,2_483.87,2.0,0.1050000003981984,0.0050000003981984,,0.0
solvate_2017,Boundary layer friction of solvate ionic liquids as a function of potential,reference/Lubrication/2017-Rutland-Boundary layer friction of solvate ionic liquids as a function of potential.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/2017-Rutland-Boundary layer friction of solvate ionic liquids as a function of potential.pdf,,high,matched_local_reference,solvate_li_g4_potential,[Li(G4)]+ [TFSI]- / compound=zero / surface=Au(111) / potential=-1.0 / velocity=6.0,Li(G4) solvate ionic liquid potential-dependent boundary-layer friction on Au(111)/HOPG.,no_film,no+film+dataset+0312.csv,4,True,[Li(G4)]+,[TFSI]-,zero,Au(111),,3.859895249,-2.667,229.222,12,6.0,0,-1.0,280.147,103.3825112,3.359227186,0,0.7,-0.02,82.38,1.0,46.15,0.0,1.0593,60.0,0,298,100.0,5,384.7328028,5.284512596,0.059,1.0,229.222,1_229.222,3.0,0.0589999997029607,2.970392820600409e-10,,0.0
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[PA]+ [F]- / compound=zero / surface=mica / potential=0.0 / velocity=30.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",no_film,no+film+dataset+0312.csv,5,True,[PA]+,[F]-,zero,mica,,2.642365161,-0.3617,60.12,1,30.0,0,0.0,45.017,5.245112498,2.091441062,1,1.77,-0.16,40.13,0.0569,27.64,1.974744871,-1.6339,0.0,0,298,100.0,0,10.26466251,2.187496097,1.017721519,7.0,60.12,7_60.12,4.0,1.0177215317771675,1.2777167768263098e-08,,1.0
bmb_pc_2020,Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent: effect of concentration,reference/Lubrication/3.10/2020-Rutland-Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent effect of concentration.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2020-Rutland-Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent effect of concentration.pdf,10.1039/D0CP02736G,high,matched_local_reference,p66614_bmb_pc_au,"[P6,6,6,14]+ [BMB]- / compound=PC / surface=Au(111) / potential=0.25 / velocity=6.0","Exact P6,6,6,14 BMB in propylene carbonate on Au(111), matching the 2020 electroresponsive PC/gold paper.",no_film,no+film+dataset+0312.csv,6,True,"[P6,6,6,14]+",[BMB]-,PC,Au(111),,5.174799948,12.446,483.87,28,6.0,0,0.25,311.078,319.1282666,3.97427778,0,0.7,-0.02,71.06,0.835,0.0,4.337445108,2.0514,60.0,0,298,3.1,0,682.1804819,1.591434542,0.1314,3.0,483.87,3_483.87,5.0,0.1314000047623754,4.762375466205171e-09,,0.0
tribotronic_2016,Tribotronic control of friction in oil-based lubricants with ionic liquid additives,reference/Lubrication/3.10/2016-atkin-Tribotronic control of friction in oil-based lubricants with ionic liquid additives.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2016-atkin-Tribotronic control of friction in oil-based lubricants with ionic liquid additives.pdf,10.1039/C6CP04405K,high,matched_local_reference,p66614_ic8_hexadecane_au,"[P6,6,6,14]+ [(iC8)2PO2]- / compound=hexadecane / surface=Au(111) / potential=0.1 / velocity=6.5","Exact phosphonium phosphate ionic liquid additive in hexadecane on Au(111), matching the 2016 tribotronic gold study.",no_film,no+film+dataset+0312.csv,7,True,"[P6,6,6,14]+",[(iC8)2PO2]-,hexadecane,Au(111),,5.174799948,12.446,483.87,28,6.5,0,0.1,289.42,319.1282666,4.246635376,0,0.7,-0.02,40.13,1.0,0.0,4.337445108,4.7694,60.0,0,298,100.0,0,281.6910727,4.359263597,0.478,6.0,483.87,6_483.87,6.0,0.477999985831257,1.4168742956677253e-08,,0.0
surface_active_2024,Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate,reference/Lubrication/Extracted/Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate.pdf,,high,matched_local_reference,p66614_aot_ds_stainless_additives,"[P6,6,6,14]+ [AOT]- / compound=(CH2CO2Et)2 / surface=stainless steel / potential=-0.76 / velocity=6.0",Surface-active phosphonium AOT/DS additives in hexadecane or diethyl succinate on stainless steel.,no_film,no+film+dataset+0312.csv,8,True,"[P6,6,6,14]+",[AOT]-,(CH2CO2Et)2,stainless steel,,5.174799948,12.446,483.87,28,6.0,1,-0.76,421.576,319.1282666,4.637037402,0,0.07,0.01,109.8,0.9,0.0,4.337445108,3.8095,72.0,0,298,1.002,0,544.7574562,4.726289834,0.57,6.0,483.87,6_483.87,7.0,0.569999992704453,7.295546944341424e-09,,0.0
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[EA]+ [F]- / compound=zero / surface=mica / potential=0.0 / velocity=10.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",no_film,no+film+dataset+0312.csv,9,True,[EA]+,[F]-,zero,mica,,2.431285504,-0.7518,46.093,0,10.0,0,0.0,45.017,2.754887502,2.091441062,1,1.77,-0.16,40.13,0.0569,27.64,1.632993162,-1.6339,0.0,0,298,100.0,0,10.26466251,2.187496097,1.083544304,7.0,46.093,7_46.093,8.0,1.0835442560368844,4.7963115479277014e-08,,1.0
tribotronic_2016,Tribotronic control of friction in oil-based lubricants with ionic liquid additives,reference/Lubrication/3.10/2016-atkin-Tribotronic control of friction in oil-based lubricants with ionic liquid additives.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2016-atkin-Tribotronic control of friction in oil-based lubricants with ionic liquid additives.pdf,10.1039/C6CP04405K,high,matched_local_reference,p66614_ic8_hexadecane_au,"[P6,6,6,14]+ [(iC8)2PO2]- / compound=hexadecane / surface=Au(111) / potential=-1.0 / velocity=6.5","Exact phosphonium phosphate ionic liquid additive in hexadecane on Au(111), matching the 2016 tribotronic gold study.",no_film,no+film+dataset+0312.csv,10,True,"[P6,6,6,14]+",[(iC8)2PO2]-,hexadecane,Au(111),,5.174799948,12.446,483.87,28,6.5,0,-1.0,289.42,319.1282666,4.246635376,0,0.7,-0.02,40.13,1.0,0.0,4.337445108,4.7694,60.0,0,298,10.0,0,281.6910727,4.359263597,0.079,2.0,483.87,2_483.87,9.0,0.0790000015695742,1.5695742067167722e-09,,0.0
ion_structure_2013,"Ionic liquid lubrication: influence of ion structure, surface potential and sliding velocity","reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf","/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf",10.1039/C3CP52638K,high,matched_local_reference,imidazolium_fap_i_au,[EMIM] + [FAP]- / compound=zero / surface=Au(111) / potential=1.0 / velocity=12.0,"Au(111) FAP/I ion-structure, surface-potential, and sliding-velocity series.",no_film,no+film+dataset+0312.csv,11,True,[EMIM] +,[FAP]-,zero,Au(111),,3.045073482,0.3325,111.168,1,12.0,0,1.0,445.004,166.7913934,3.775688868,0,0.7,-0.02,0.0,0.2,8.81,2.837541431,7.1942,60.0,0,293,100.0,1,468.4882895,7.871070033,0.35,5.0,111.168,5_111.168,10.0,0.3499999910981518,8.901848147502278e-09,,0.0
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[PA]+ [F]- / compound=zero / surface=mica / potential=0.0 / velocity=10.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",no_film,no+film+dataset+0312.csv,12,True,[PA]+,[F]-,zero,mica,,2.642365161,-0.3617,60.12,1,10.0,0,0.0,45.017,5.245112498,2.091441062,1,1.77,-0.16,40.13,0.0569,27.64,1.974744871,-1.6339,0.0,0,298,100.0,0,10.26466251,2.187496097,0.97721519,7.0,60.12,7_60.12,11.0,0.9772151692045464,2.079545347033473e-08,,1.0
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[EA]+ [F]- / compound=zero / surface=mica / potential=0.0 / velocity=5.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",no_film,no+film+dataset+0312.csv,13,True,[EA]+,[F]-,zero,mica,,2.431285504,-0.7518,46.093,0,5.0,0,0.0,45.017,2.754887502,2.091441062,1,1.77,-0.16,40.13,0.0569,27.64,1.632993162,-1.6339,0.0,0,298,100.0,0,10.26466251,2.187496097,0.929113924,7.0,46.093,7_46.093,12.0,0.9291139232828386,7.171614413437052e-10,,1.0
ion_structure_2013,"Ionic liquid lubrication: influence of ion structure, surface potential and sliding velocity","reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf","/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf",10.1039/C3CP52638K,high,matched_local_reference,imidazolium_fap_i_au,[EMIM] + [FAP]- / compound=zero / surface=Au(111) / potential=-1.0 / velocity=2.0,"Au(111) FAP/I ion-structure, surface-potential, and sliding-velocity series.",no_film,no+film+dataset+0312.csv,14,True,[EMIM] +,[FAP]-,zero,Au(111),,3.045073482,0.3325,111.168,1,2.0,0,-1.0,445.004,166.7913934,3.775688868,0,0.7,-0.02,0.0,0.2,8.81,2.837541431,7.1942,60.0,0,293,100.0,1,468.4882895,7.871070033,0.16,3.0,111.168,3_111.168,13.0,0.1599999996221766,3.7782332817926085e-10,,0.0
ion_structure_2013,"Ionic liquid lubrication: influence of ion structure, surface potential and sliding velocity","reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf","/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf",10.1039/C3CP52638K,high,matched_local_reference,imidazolium_fap_i_au,[EMIM] + [FAP]- / compound=zero / surface=Au(111) / potential=-0.5 / velocity=6.0,"Au(111) FAP/I ion-structure, surface-potential, and sliding-velocity series.",no_film,no+film+dataset+0312.csv,15,True,[EMIM] +,[FAP]-,zero,Au(111),,3.045073482,0.3325,111.168,1,6.0,0,-0.5,445.004,166.7913934,3.775688868,0,0.7,-0.02,0.0,0.2,8.81,2.837541431,7.1942,60.0,0,293,100.0,1,468.4882895,7.871070033,0.22,3.0,111.168,3_111.168,14.0,0.2199999995742078,4.2579215153715206e-10,,0.0
bmim_aot_water_2025,Potential-dependent superlubricity of stainless steel and Au(111) using a water-in-surface-active ionic liquid mixture,reference/Lubrication/Extracted/2025-Potential-dependent superlubricity of stainless steel and Au(111) using a.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2025-Potential-dependent superlubricity of stainless steel and Au(111) using a.pdf,,high,matched_local_reference,bmim_aot_h2o_au_stainless,[BMIm]+ [AOT]- / compound=H2O / surface=Au(111) / potential=-1.0 / velocity=6.0,1.6 M [BMIm][AOT] water-in-surface-active ionic liquid mixture on Au(111)/stainless steel.,no_film,no+film+dataset+0312.csv,16,True,[BMIm]+,[AOT]-,H2O,Au(111),,3.310978931,1.1127,139.222,3,6.0,0,-1.0,421.576,190.8925906,4.637037402,0,0.7,-0.02,109.8,0.2,8.81,2.422977778,3.8095,60.0,1,298,16.5,1,544.7574562,4.726289834,0.312,4.0,139.222,4_139.222,15.0,0.3120000059119558,5.911955813786561e-09,,0.0
ion_structure_2013,"Ionic liquid lubrication: influence of ion structure, surface potential and sliding velocity","reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf","/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf",10.1039/C3CP52638K,high,matched_local_reference,imidazolium_fap_i_au,[EMIM] + [FAP]- / compound=zero / surface=Au(111) / potential=0.5 / velocity=2.0,"Au(111) FAP/I ion-structure, surface-potential, and sliding-velocity series.",no_film,no+film+dataset+0312.csv,17,True,[EMIM] +,[FAP]-,zero,Au(111),,3.045073482,0.3325,111.168,1,2.0,0,0.5,445.004,166.7913934,3.775688868,0,0.7,-0.02,0.0,0.2,8.81,2.837541431,7.1942,60.0,0,293,100.0,1,468.4882895,7.871070033,0.28,4.0,111.168,4_111.168,16.0,0.2800000013994067,1.399406646118706e-09,,0.0
ion_structure_2013,"Ionic liquid lubrication: influence of ion structure, surface potential and sliding velocity","reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf","/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2013-rutland-Ionic liquid lubrication influence of ion structure, surface potential and sliding velocity.pdf",10.1039/C3CP52638K,high,matched_local_reference,imidazolium_fap_i_au,[BMIm]+ [I]- / compound=zero / surface=Au(111) / potential=-0.5 / velocity=2.0,"Au(111) FAP/I ion-structure, surface-potential, and sliding-velocity series.",no_film,no+film+dataset+0312.csv,18,True,[BMIm]+,[I]-,zero,Au(111),,3.310978931,1.1127,139.222,3,2.0,0,-0.5,126.904,190.8925906,2.113761051,0,0.7,-0.02,0.0,0.2,8.81,2.422977778,-2.996,60.0,0,293,100.0,1,0.0,0.0,0.2,3.0,139.222,3_139.222,17.0,0.2000000037645085,3.764508482717588e-09,,0.0
programmable_friction_2023,Investigation of Programmable Friction with Ionic Liquid Mixtures,reference/Lubrication/【无数据】2023-Investigation of Programmable Friction with Ionic Liquid.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/【无数据】2023-Investigation of Programmable Friction with Ionic Liquid.pdf,10.3390/lubricants11090376,medium,matched_local_reference,p66614_bta_doc_programmable,"[P6,6,6,14]+ [TFSI]- / compound=[P66614][Doc] / surface=stainless steel / potential=-4.0 / velocity=13.0","BTA/Doc component strings and +/-4 V velocity-ramp stainless-steel program match the 2023 programmable-friction paper; dataset columns split mixture chemistry across anion/compound fields, so verify formulation before publication.",no_film,no+film+dataset+0312.csv,19,True,"[P6,6,6,14]+",[TFSI]-,[P66614][Doc],stainless steel,,5.174799948,12.446,483.87,28,13.0,1,-4.0,280.147,319.1282666,3.359227186,0,0.07,0.01,82.38,320.0,0.0,4.337445108,1.0593,72.0,0,298,82.6,0,384.7328028,5.284512596,0.00102,0.0,483.87,0_483.87,18.0,0.001020000376833,3.7683303005797687e-10,,0.0
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[PA]+ [F]- / compound=zero / surface=mica / potential=0.0 / velocity=20.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",no_film,no+film+dataset+0312.csv,20,True,[PA]+,[F]-,zero,mica,,2.642365161,-0.3617,60.12,1,20.0,0,0.0,45.017,5.245112498,2.091441062,1,1.77,-0.16,40.13,0.0569,27.64,1.974744871,-1.6339,0.0,0,298,100.0,0,10.26466251,2.187496097,0.964556962,7.0,60.12,7_60.12,19.0,0.9645569348052088,2.7194791196727408e-08,,1.0
